temp,rainfall,wind,visibility,delay_prob,congestion,weekend,month,festival,risk
7.619061847290234,7.482296917593137,31.160377877373982,6.184250335190672,0.3436557470108317,0.371620349047806,1,3,0,88.41237750991061
25.623623416138187,9.019445619512183,50.48153661788057,3.0226734505270767,0.5499421043031292,0.6661174495502331,0,7,0,100.0
11.53911090042238,18.718120214948947,32.6643976496624,5.727953232194581,0.13332802801847365,0.3391824178309577,1,2,0,100.0
35.84886608195986,22.035551517764134,29.275252807749126,1.3543829108285386,0.5780074555437303,0.6991615845126598,1,3,0,100.0
25.222018960352692,7.486065373879748,10.863619933099425,8.769492030814822,0.19518187535926146,0.6898510756926822,1,10,0,67.03990815981814
27.66081493811571,0.9776870995321929,49.74640330721545,6.409251089717017,0.41690358529239,0.4446286297015132,0,2,0,88.15810051731081
17.641925243606224,1.4453294641806747,58.22599948529211,6.646593830904157,0.7095475532224516,0.3532063558527918,1,9,0,100.0
17.886446287596662,27.957503196319674,35.46507638949005,5.405746584707647,0.7336422628857142,0.5382754274817697,1,9,0,100.0
43.84233394478463,7.093045764759919,28.718793026085333,3.1474067267088324,0.7097286388447037,0.6385248268422774,0,11,0,100.0
32.68415922798573,29.82674595390167,55.58867883207866,1.3591854011810913,0.617252321422438,0.6248941007008637,0,9,0,100.0
33.10224559823105,24.774825058629478,14.921737413550996,1.1530742866786126,0.6485251839643075,0.8952904803310546,1,8,0,100.0
40.38760603608611,18.871631589110475,26.45481811714276,5.890821161681562,0.6247354561387866,0.37924215609498335,1,4,1,100.0
15.145309874095894,13.293711196768498,21.514295985602264,9.08375626732966,0.38805927014201913,0.8611150994832659,0,7,0,90.46649116094154
34.96423803838695,0.3562620888413337,42.809861776610916,1.3092752327592796,0.5246938635450729,0.772241170362659,1,5,0,100.0
18.417975292923234,1.4973458195851963,37.98498694992276,3.5206096541677283,0.4155148335309332,0.2120801571932812,1,8,1,100.0
29.500423777773477,4.913129104092368,3.323458484575239,2.90145054728647,0.14170836207639947,0.4861519621393869,0,4,0,62.58025014381509
37.4320776871653,15.793400667977915,53.120405372351485,4.147922467591325,0.3371755393514218,0.6336017847134339,0,7,0,100.0
40.42946231454483,4.889572064577593,1.9676405152705656,1.8750791756179988,0.5185227154454185,0.26188510758640116,0,2,0,72.78191280932491
12.409214146298808,9.200884050018827,15.100316582200504,8.561578431440743,0.6760364098879603,0.8809667124656628,0,5,0,92.27082216184793
9.787953565312218,26.194026500950194,46.79454435428208,2.013406701833582,0.31544419362720877,0.6582385756455693,0,8,0,100.0
29.871860627163493,9.239641857757842,13.400516650458691,5.815845597319713,0.7626226463733254,0.3543411288504835,1,1,0,94.99523163975215
26.825003959006967,28.92605346896445,50.95353958748165,8.606548461598473,0.7987827381499847,0.7337018345042063,0,12,0,100.0
9.09601697529505,8.903538842681597,10.869851272012257,3.8637011334162628,0.4494125431728416,0.3930818722327675,0,5,0,81.00181365583217
44.009852286250336,7.937316356953419,44.316510796362486,2.2884991194661843,0.5734825519785286,0.8955977092910545,0,12,1,100.0
14.669968256698024,21.335769250007584,8.719256973834856,4.717411846100186,0.37281121999094,0.47545816403932956,0,12,0,98.06362738569493
8.512780686015834,28.889921216999507,0.48352565901913946,6.646224198308692,0.47525527744134843,0.49103744575551184,0,3,0,100.0
17.136847986953228,13.199444795357321,27.652662190467087,9.38965710087572,0.23963002933223984,0.408408608663387,0,6,0,72.20200445702211
44.71261429290154,25.358973662913627,11.606780047653398,9.854668297706107,0.7617287194351278,0.3687521915616929,1,9,0,100.0
8.895743302114987,23.05947744356255,43.58175090428044,3.40748736746587,0.2948853443881663,0.8288570648716957,1,1,1,100.0
22.245941062014598,8.822307675982026,43.618762092757144,6.2026505543357136,0.13613161636577686,0.3630817848669287,0,2,0,84.11768839860409
14.324641717577883,16.173196845376587,26.096564692378163,6.106342189279877,0.6709688441048844,0.22581624672354422,1,6,0,100.0
35.302728155897654,19.158770914023435,8.381127436379305,1.7494328976401183,0.4631856335816308,0.3532450165248211,1,7,0,100.0
29.126087170057605,4.03867404454631,17.554551106399927,3.612126950633786,0.30529114833576837,0.40434028633433405,1,9,0,81.22830231790059
36.72046413103819,24.48949360549524,47.97334645523912,6.981045184179127,0.3128906030693681,0.8181078722473827,1,8,0,100.0
28.957987367271308,11.221592438226553,5.464075717886406,8.495183773984127,0.48406423497401474,0.5097816202622646,0,2,0,67.79431797532025
27.1663652419735,9.905369377306943,23.52209198797629,3.282264134093746,0.5561637231314569,0.7583860668902296,1,12,0,100.0
39.041955892536,18.58180499039864,2.200322316783301,7.9117530169870784,0.5579463882745905,0.21812833217605343,1,5,0,81.51284192534138
44.6100452931495,12.772783050916445,11.72206062551954,8.527292859767973,0.5473143294183633,0.8874761846439183,1,1,0,99.21372619226503
12.122285201614154,20.77051101610965,59.87716288022726,7.443845132349561,0.36515889582214656,0.5273060691235464,1,12,0,100.0
27.159702838684172,15.6484905571382,30.27195612265753,6.6619534071887285,0.1493776725352703,0.42117943234039246,0,3,1,98.45342130554442
22.87567803037661,12.986743758284145,40.854201997220194,8.307731505186194,0.3753464496167438,0.3104921555705405,0,3,0,88.70965777158152
38.06874404129705,21.074551125509345,41.842265608467734,6.443159999098322,0.11217843520964392,0.492222499856293,0,9,0,100.0
17.548879896115004,20.439898895373176,37.93706445045953,9.674168022714001,0.5696490997930254,0.284370090775363,1,6,0,100.0
28.24576333598189,8.7384856273408,31.526055287084624,3.1401785006511798,0.6175005814098535,0.8684778624340388,0,4,0,100.0
29.966155204690384,7.588459369724593,53.47176177988242,1.3069763367520197,0.7608594587910816,0.7925920129976629,0,8,1,100.0
29.16193497195511,2.580628588811218,1.6044112922318687,9.861940953568677,0.6857679609585471,0.3073493274253603,1,9,0,52.668841577600475
21.618074104475767,17.819667254693062,29.727951241664048,9.698659163208397,0.15358815471220139,0.4258204912393275,0,3,1,90.11036878080968
28.536453289221186,3.06378788982663,21.287250567368353,2.953118826702995,0.2659750681093204,0.8039891392079874,1,2,0,97.510765945423
14.684946807264744,17.611236426699694,40.83096374925723,4.092015434331406,0.19686495129969406,0.8059799875061058,1,5,0,100.0
37.70210574294838,18.49837016269745,55.01588849767671,2.604281271023121,0.44856539186585787,0.28997880737504145,0,1,0,100.0
29.88072649904592,17.33188322585036,46.546647316128706,3.5994007303305438,0.10660031518891583,0.5201588459435555,1,7,0,100.0
6.525528875898585,19.634107890333393,33.45700133063833,8.512711076175114,0.11567974029880189,0.5456192267795725,0,2,0,91.78001351164743
36.073858484802,15.179188447101353,41.88349210717882,2.297359580847697,0.20396443603329145,0.3307916480292046,1,11,0,100.0
17.254751038261716,27.68775221068342,32.62362647372598,5.662791118721419,0.5572144878454895,0.6339850454691747,0,8,0,100.0
5.562420357909965,24.80699757583096,30.60399373980236,1.842583088769036,0.26293333453150813,0.7066180345500441,0,9,0,100.0
26.876206370276343,23.703742910129407,51.54410327289105,9.283262432876644,0.3520570485581299,0.2977472517935637,0,4,0,100.0
22.700398899211407,4.563015936460428,51.09558624802713,5.207505476260502,0.32626620884764823,0.23220547643601439,1,1,0,97.4377158081749
